id,track_id,name,artists,genre,subgenre
2846,1wgqttlPacpvmX5DKVboOa,Paper Planes,['M.I.A.'],pop,electropop
2847,67YkHJvLYOR1mKdpQSTsUr,Never Be Alone,['TheFatRat'],pop,electropop
2848,4coVboSNkToRTBRqxXk4vr,Limitless,['Elektronomia'],pop,electropop
2849,1e8g8Zypak1hTK8l12olYd,Revolution,['Diplo'],pop,electropop
2850,7zsXy7vlHdItvUSH8EwQss,Cold Water,['Major Lazer'],pop,electropop
2851,7boPPE857KEqCIHNwFkDop,Audio,"['Sia', 'Diplo', 'Labrinth']",pop,electropop
2852,5masKPHeAOVNgxdLebIcK7,Stole the Show,['Kygo'],pop,electropop
2853,1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),"['Dimitri Vegas & Like Mike', 'David Guetta', 'Dimitri Vegas']",pop,electropop
2854,4B2kkxg3wKSTZw5JPaUtzQ,On & On,"['Cartoon', 'Daniel Levi']",pop,electropop
2855,5NmENli4oodYuWrI0vSGK4,Why We Lose,['Cartoon'],pop,electropop
2856,2bL2gyO6kBdLkNSkxXNh6x,Animals,['Maroon 5'],pop,electropop
2857,6ce17pZwsMcYNab5IaC5MQ,I'd Love To Change The World - Matstubs Remix,['Jetta'],pop,electropop
2858,2rizacJSyD9S1IQUxUxnsK,All We Know,['The Chainsmokers'],pop,electropop
2859,3aLWuWKHaTV4Ok7LKvXRYn,Let Me Hold You (Turn Me On),"['Cheat Codes', 'Dante Klein']",pop,electropop
2860,1rIKgCH4H52lrvDcz50hS8,Lush Life,['Zara Larsson'],pop,electropop
2861,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,['Avicii'],pop,electropop
2862,5dyDkXi1bnQKSyIdO0JXp8,Hundred Miles,"['Yall', 'Gabriela Richardson']",pop,electropop
2863,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,['Coldplay'],pop,electropop
2864,0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),"['Martin Garrix', 'David Guetta']",pop,electropop
2865,1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,['Adele'],pop,electropop
2866,3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),"['Martin Garrix', 'Khalid']",pop,electropop
2867,76cy1WJvNGJTj78UqeA5zr,IDGAF,['Dua Lipa'],pop,electropop
2868,2dBA6iMhxf29tkaHjiQzuq,The Spark,['AFROJACK'],pop,electropop
2869,3YJlTDtUXu1sGh8lunblkG,Only Girl (In The World),['Rihanna'],pop,electropop
2870,1zi7xx7UVEFkmKfv06H8x0,One Dance,['Drake'],pop,electropop
2871,41Fflg7qHiVOD6dEPvsCzO,Worth It,['Fifth Harmony'],pop,electropop
2872,1NhPKVLsHhFUHIOZ32QnS2,Secrets,['OneRepublic'],pop,electropop
2873,6T27IN7Ai94BeDv6PPCmoC,Turn Me On (feat. Nicki Minaj),['David Guetta'],pop,electropop
2874,6YwLgicpvVuMt1eE2OldwQ,Five More Hours - Deorro x Chris Brown,"['Deorro', 'Chris Brown']",pop,electropop
2875,6UW9S0skvWZ9PUvLti7aZP,Somebody Else,['Zonoma'],pop,electropop
2876,4iLqG9SeJSnt0cSPICSjxv,Attention,['Charlie Puth'],pop,electropop
2877,3caMfJGFp53NAH2TuigdNj,Hunter,['Galantis'],pop,electropop
2878,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),"['Zedd', 'Alessia Cara']",pop,electropop
2879,5MvLsT03RBp67RLoeISCdl,Do You Mean (feat. Ty Dolla $ign & bülow),['The Chainsmokers'],pop,electropop
2880,2dRvMEW4EwySxRUtEamSfG,The Heart Wants What It Wants,['Selena Gomez'],pop,electropop
2881,1SBj3BmNJ5SNCoC0VtlR9Z,No Vacancy (feat. Amir),['Amir'],pop,electropop
2882,4J7CKHCF3mdL4diUsmW8lq,Under Control,['Calvin Harris'],pop,electropop
2883,2BJiH5COSZTEmadUV1xRQ0,Make It Right,['Armin van Buuren'],pop,electropop
2884,2iuZJX9X9P0GKaE93xcPjk,Sugar,['Maroon 5'],pop,electropop
2885,5NHn7UwIgpLQls7LhwF955,House Of Cards (feat. Sidnie Tipton),['KSHMR'],pop,electropop
2886,66BjcDhhwWCcQIBxHMpKXh,Flames,['David Guetta'],pop,electropop
2887,008MceT31RotUANsKuzy3L,Liquid Blue,['The.madpix.project'],pop,electropop
2888,5uImkHXfTLkNYwemtGH7kB,We Found Love,['Rihanna'],pop,electropop
2889,4Wnuuio7FS5u69EYM0mD4o,When The Sun Goes Down,['The.madpix.project'],pop,electropop
2890,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,['DJ Snake'],pop,electropop
2891,31xtjNp79v34J5YLFUsVfH,Bad Chick,['The.madpix.project'],pop,electropop
2892,6w1hZMlo2SVuq29liebhb8,Poker Face,['Lady Gaga'],pop,electropop
2893,32DGGj6KlNuBr6WaqRxpxi,How Long,['Charlie Puth'],pop,electropop
2894,6O20JhBJPePEkBdrB5sqRx,Diamonds,['Rihanna'],pop,electropop
2895,1aKsg5b9sOngINaQXbB0P7,Love Me Harder,['Ariana Grande'],pop,electropop
2896,2J0X46UkpfLlWbuCXFgDLr,Waste It On Me (feat. BTS),['Steve Aoki'],pop,electropop
2897,3LxFqieGoMcJSnDVHokSLp,Colors (feat. Andreas Moe),['Hardwell'],pop,electropop
2898,16pwlVsypm4aDKMhXdOuXg,Animals,['Maroon 5'],pop,electropop
2899,4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,"['David Guetta', 'Cedric Gervais', 'Chris Willis']",pop,electropop
2900,2Oehrcv4Kov0SuIgWyQY9e,Demons,['Imagine Dragons'],pop,electropop
2901,6HUeSTt2RaKYIiJrnjzaCd,Ten Feet Tall,['AFROJACK'],pop,electropop
2902,5YdDUZDac60DEHfaGlGBIh,Show Me the Way - Radio Edit,['The.madpix.project'],pop,electropop
2903,7pYfyrMNPn3wtoCyqcTVoI,Moves Like Jagger - Studio Recording From The Voice Performance,['Maroon 5'],pop,electropop
2904,16Cs9KsHzgunxaEfGrXysG,Play Hard (feat. Ne-Yo & Akon) - New Edit,['David Guetta'],pop,electropop
2905,70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,['Black Eyed Peas'],pop,electropop
2906,3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),['Pitbull'],pop,electropop
2907,5qxULZVAM943gPjtMaH5NX,DJ Got Us Fallin' In Love (feat. Pitbull),['Various Artists'],pop,electropop
2908,7LpT54RUvN0IvDGIxiwHwS,Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,['David Guetta'],pop,electropop
2909,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,['LMFAO'],pop,electropop
2910,55VzNhbcf0Gxf6qRCUAV01,Little Bad Girl (feat. Taio Cruz & Ludacris),['David Guetta'],pop,electropop
2911,5l3CML2OnzfNs5RfVgbcLt,Talk Dirty (feat. 2 Chainz),['Jason Derulo'],pop,electropop
2912,3AFfyUXTfj12PgrOkZiiJo,Treat You Better,['Shawn Mendes'],pop,electropop
2913,6jA8HL9i4QGzsj6fjoxp8Y,There for You,"['Martin Garrix', 'Troye Sivan']",pop,electropop
2914,5nUJym1qItTzwWx2zfSxUb,Follow Me (feat. Jason Derulo),['Hardwell'],pop,electropop
2915,1Zr7O3ECzDlfLpF6XCv7wO,Wish You Were Here - Radio Edit,['The.madpix.project'],pop,electropop
2916,6nLctpnQJiPTxkaSgbPKiw,Together,['Martin Garrix'],pop,electropop
2917,35HNMw0QuZdapDulrvLch5,Mandy,"['Ian Storm', 'Michael Ford']",pop,electropop
2918,7iORJqhbZUXC8WAXK6geT0,when u come around,"['Jay-C', 'Zak Downtown']",pop,electropop
2919,2Y0yBNDLT7BXPGRd96aBd2,Into Your Arms,['Kxa'],pop,electropop
2920,3R6dPfF2yBO8mHySW1XDAa,Solo Dance,['Martin Jensen'],pop,electropop
2921,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,['Maroon 5'],pop,electropop
2922,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,['The Weeknd'],pop,electropop
2923,62yjOWjA3tb65zgQWdFNx7,Shot Me Down (feat. Skylar Grey) - Radio Edit,['David Guetta'],pop,electropop
2924,48nmKZkd67ATPI8ROOJhkK,Lady (feat. Pitbull),['Austin Mahone'],pop,electropop
2925,1D3ODoXHBLpdxolZRHWV1j,By Your Side,['Jonas Blue'],pop,electropop
2926,1cG0umU5TKStygKsPFZ9pY,Shed a Light,"['Robin Schulz', 'David Guetta', 'Cheat Codes']",pop,electropop
2927,5edBgVtRD0fvWk140Sl21T,Counting Stars,['OneRepublic'],pop,electropop
2928,0Zxswuv5xzIhxDnsKJLq82,Mercy,['Shawn Mendes'],pop,electropop
2929,7L97R04c6ZaPlU8xSxibQp,Bad (feat. Vassy) - Radio Edit,['David Guetta'],pop,electropop
2930,4CoM21pk8SxQh4L7ijqhRu,I Like That,['Janelle Monáe'],pop,electropop
2931,5nASGGi1QarKyMmGg2fhaB,Pynk (feat. Grimes),['Janelle Monáe'],pop,electropop
2932,79GsUxLyzxgnN4I1E11dtO,Make Me Feel,['Janelle Monáe'],pop,electropop
2933,1tAoLzNNXRabfHHzSqdk3R,Django Jane,['Janelle Monáe'],pop,electropop
2934,1ljzHUgt2SU2ADkhfa9eBC,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,['Janelle Monáe'],pop,electropop
2935,5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),['fun.'],pop,electropop
2936,3HW030T8eqPs8wpsgZqCGM,Q.U.E.E.N.,['Janelle Monáe'],pop,electropop
2937,3IJCSQoLF4YzPAKaxq2JLb,Yoga,"['Janelle Monáe', 'Jidenna']",pop,electropop
2938,5al9is1AQnaI3lTi20DUG6,Cold War,['Janelle Monáe'],pop,electropop
2939,3JI2mIJto0JuYbrq87aFqu,Venus Fly,['Grimes'],pop,electropop
2940,5dzV75f9qVXVvdXLTqIG4L,Primetime,['Janelle Monáe'],pop,electropop
2941,5xok0LRntz8qY9ljEwPV9L,Gabby,['The Internet'],pop,electropop
2942,5eKwaeINlNEX3aMlfpmUtw,"Oh, Maker",['Janelle Monáe'],pop,electropop
2943,4WehxcnPTxouLdfQhqANb3,Many Moons - EP Version,['Janelle Monáe'],pop,electropop
2944,69vzkewKl2LPquyEiqD8BB,Electric Lady,['Janelle Monáe'],pop,electropop
2945,1GavpIO07KcErSjy84IejT,Safari,['Jidenna'],pop,electropop
2946,4t18Py5qQvK6DriDoPkPrO,Dance or Die (feat. Saul Williams),['Janelle Monáe'],pop,electropop
2947,06I6iDFVtZDGcRu9BgHraA,"Sincerely, Jane - EP Version",['Janelle Monáe'],pop,electropop
2948,3dUMuxNadGxCE3qXuhCwqa,Dance Apocalyptic,['Janelle Monáe'],pop,electropop
2949,5ich6a21YmjkV62EHpQ90O,Lettin Go! (Album Version),['Janelle Monáe'],pop,electropop
2950,5zdljOuxFgbkVgVgOXbSIE,Locked Inside,['Janelle Monáe'],pop,electropop
2951,4F1ODe06Zg6i276BkNtkGg,Violet Stars Happy Hunting! (feat. The Skunks) - EP Version,['Janelle Monáe'],pop,electropop
2952,4BDb93hwHyVwWbci7CzeDE,We Were Rock and Roll,['Janelle Monáe'],pop,electropop
2953,5Y3d8TTZXRfhrGGVoKAeNP,The Kids (feat. Janelle Monáe),['B.o.B'],pop,electropop
2954,5v6suM7KET9x01oE8T1snC,Faster,['Janelle Monáe'],pop,electropop
2955,0DgOmXeyDY7mMqcjelEqse,Mr. President - EP Version,['Janelle Monáe'],pop,electropop
2956,3vSQ77N9hFsXQDG9OqmEJK,Can't Live without Your Love,['Janelle Monáe'],pop,electropop
2957,40EUCFbvUNtqZSA6YcWlUB,Jalapeño,['Various Artists'],pop,electropop
2958,3SOYvrYaTvK803DD6saJ7H,Fashion (feat. Janelle Monáe),['Paolo Nutini'],pop,electropop
2959,6hHDO5Pk0Dh8k3U0F7bdXG,Cybertronic Purgatory - EP Version,['Janelle Monáe'],pop,electropop
2960,3nbi8TqJu1eLHYWJefcJp4,Do My Thing,['Estelle'],pop,electropop
2961,4THeHY8ygdtjShn2NHOh0S,Isn't This The World,['Various Artists'],pop,electropop
2962,0S9xsXyJUk0MlUjWdFyKDm,Call The Law - Main Version - Explicit,['Outkast'],pop,electropop
2963,5oE58M5Yvljoz1zUtQf1XX,Smile - EP Version,['Janelle Monáe'],pop,electropop
2964,5Ouiwst9S16DLzDinM0J4R,Pressure Off (feat. Janelle Monáe and Nile Rodgers),['Duran Duran'],pop,electropop
2965,4qwD0NoxEl2xKbYxx2vhcg,What Is Love,['Janelle Monáe'],pop,electropop
2966,1tSARQ02QRdFAkd4oMQNbc,Sweet Life,['Jeezy'],pop,electropop
2967,24b8gSiQEgo1XFdwM04AbX,Hum Along And Dance (Gotta Get Down),['Various Artists'],pop,electropop
2968,1f8qvpRcmCIDavCcgi2wFI,In Your Dreams - Main Version - Explicit,['Outkast'],pop,electropop
2969,5cM2ZqITAAPPfTfs3s5Ngp,Be Still,['Big Boi'],pop,electropop
2970,63ouCvRO1W9dpCl4D9Iotz,Heroes,['Janelle Monáe'],pop,electropop
2971,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,['Coldplay'],pop,electropop
2972,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,['Coldplay'],pop,electropop
2973,7tr2za8SQg2CI8EDgrdtNl,Slide (feat. Frank Ocean & Migos),"['Calvin Harris', 'Funk Wav']",pop,electropop
2974,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),['Major Lazer'],pop,electropop
2975,1pjvlYOMIg1NhGQbM6iwrY,Light It Up (feat. Nyla & Fuse ODG) [Remix],['Major Lazer'],pop,electropop
2976,6Bjtr3tPdto5nyuLYf61sN,Cold Water (feat. Justin Bieber & MØ),['Major Lazer'],pop,electropop
2977,7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",['Wale'],pop,electropop
2978,7LJkGyL4vVrtn1mho7BmtA,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",['Major Lazer'],pop,electropop
2979,7FCfMXYTIiQ9b4hDYs4Iol,Be the One,['Dua Lipa'],pop,electropop
2980,0VgkVdmE4gld66l8iyGjgx,Mask Off,['Future'],pop,electropop
2981,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,['Drake'],pop,electropop
2982,6DCZcSspjsKoFjzjrWoCdn,God's Plan,['Drake'],pop,electropop
2983,0Zbbxnx4SGGHoIow4PpISP,Stargazing,['Kygo'],pop,electropop
2984,19SEn5eUuuixwxFPNtrq7D,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,['Kygo'],pop,electropop
2985,6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,['Capital Cities'],pop,electropop
2986,1leXuBiWQMgbvOIIedqbLB,Kangaroo Court,['Capital Cities'],pop,electropop
2987,57p8CBvPOxrvyCbn6ttl5r,Would You Ever,"['Skrillex', 'Poo Bear']",pop,electropop
2988,65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,"['Skrillex', 'Kendrick Lamar']",pop,electropop
2989,6JyuJFedEvPmdWQW0PkbGJ,Purple Lamborghini (with Rick Ross),"['Skrillex', 'Rick Ross']",pop,electropop
2990,3UgSQu6WwrXfKKDq019IHE,To Ü (feat. AlunaGeorge),"['Jack Ü', 'Skrillex', 'Diplo']",pop,electropop
2991,2RpKh7kXSdO8NLrW9VQ46p,Take Ü There (feat. Kiesza),"['Jack Ü', 'Skrillex', 'Diplo']",pop,electropop
2992,48bSfSZaq9Aizbu4AWn4st,Febreze (feat. 2 Chainz),"['Jack Ü', 'Skrillex', 'Diplo']",pop,electropop
2993,6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,"['David Guetta', 'Martin Garrix', 'Brooks']",pop,electropop
2994,08bNPGLD8AhKpnnERrAc6G,FRIENDS,"['Marshmello', 'Anne-Marie']",pop,electropop
2995,4EAV2cKiqKP5UPZmY6dejk,Everyday,['Logic'],pop,electropop
2996,12mGwph2YzDIlChtq3EdXP,Alone,['Marshmello'],pop,electropop
2997,3ZbJMlEL4Kcme0ONRO7Slx,You Can Cry,"['Marshmello', 'Juicy J', 'James Arthur']",pop,electropop
2998,7fEfIU4ZVvB5Wb6xg2zcvx,Paralyzed,['Marshmello'],pop,electropop
2999,0P6AWOA4LG1XOctzaVu5tt,The Weekend - Funk Wav Remix,"['SZA', 'Calvin Harris', 'Funk Wav']",pop,electropop
3000,5xcXVUm3JiXR3OAuZHqW04,Options,['Mr. Pig'],pop,electropop
3001,1UZOjK1BwmwWU14Erba9CZ,Malibu,['Miley Cyrus'],pop,electropop
3002,6m3ZWIXhjoV76syT1j2oE9,Coming Over,['Dillon Francis'],pop,electropop
3003,3oZoXyU0SkDldgS7AcN4y4,Get Low,['Dillon Francis'],pop,electropop
3004,1wTx8XqC5HnsppDY3sWWaE,Drunk All the Time (feat. Simon Lord),['Dillon Francis'],pop,electropop
3005,3PmTsGAtqKSjWGC2J68wGx,Kiwi,['Fanvel'],pop,electropop
3006,2nsORFTaQPlc9FBqXuNYSW,Liquid Blue - Radio Edit,['Papa Wave'],pop,electropop
3007,6kK9Z4lWFzxeINjzcr90Nr,"Me, Myself & I - Viceroy Remix","['G-Eazy', 'Bebe Rexha']",pop,electropop
3008,3R8lr1Y1kPgXEbnXkcMMlT,Call On Me - Ryan Riback Remix,['Starley'],pop,electropop
3009,1hVb2D8BQCuwh1YPopmUQS,Sweet Lies (Featuring Sam Gray),"['SOLANO', 'Sam Gray']",pop,electropop
3010,6jq6rcOikCZAmjliAgAmfT,Light,['San Holo'],pop,electropop
3011,5mC4THighaz8No4EYw59ZC,Deixe-Me Ir - LIVA Remix,['1Kilo'],pop,electropop
3012,4V8rSuUKDUK6fUukbr1Ah6,Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,['Major Lazer'],pop,electropop
3013,10APf4gHZ7oLusw6oBteLQ,Coastline (feat. Hollow Coves),"['Liu', 'WOAK']",pop,electropop
3014,48QmG1dfvMuYLxMPt7KSRA,No Lie,['Sean Paul'],pop,electropop
3015,4Y3mmrkY9ChgPGlOUvUhBA,lift me from the ground,['San Holo'],pop,electropop
3016,7uSZPbd8DxdkmSauCKnITY,We Rise,['San Holo'],pop,electropop
3017,4AqH4V7PEC5BTK29FVmXQd,Lines of the Broken,"['DROELOE', 'San Holo']",pop,electropop
3018,12VWzyPDBCc8fqeWCAfNwR,One Dance,['Drake'],pop,electropop
3019,0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),['Maroon 5'],pop,electropop
3020,7hDc8b7IXETo14hHIHdnhd,Passionfruit,['Drake'],pop,electropop
3021,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,['Maroon 5'],pop,electropop
3022,4gbVRS8gloEluzf0GzDOFc,Maps,['Maroon 5'],pop,electropop
3023,3AJwUDP919kvQ9QcozQPxg,Yellow,['Coldplay'],pop,electropop
3024,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,['Coldplay'],pop,electropop
3025,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,['Coldplay'],pop,electropop
3026,4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,['The 1975'],pop,electropop
3027,3O8NlPh2LByMU9lSRSHedm,Controlla,['Drake'],pop,electropop
3028,4PTPZeJlK1rYlYr6bf11hk,You're On (feat. Kyan),['Madeon'],pop,electropop
3029,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",pop,electropop
3030,2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),"['Clean Bandit', 'Julia Michaels']",pop,electropop
3031,2LD2gT7gwAurzdQDQtILds,Veridis Quo,['Daft Punk'],pop,electropop
3032,1pKYYY0dkg23sQQXi0Q5zN,Around the World,['Daft Punk'],pop,electropop
3033,5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance,['Daft Punk'],pop,electropop
3034,2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",pop,electropop
3035,69kOkLUCkxIZYexIgSG8rq,Get Lucky,['Daft Punk'],pop,electropop
3036,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,['Avicii'],pop,electropop
3037,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),['Avicii'],pop,electropop
3038,75NhhYjHO43mvZgYtnXgti,Lonely Together (feat. Rita Ora),['Avicii'],pop,electropop
3039,0ct6r3EGTcMLPtrXHDvVjc,The Nights,['Avicii'],pop,electropop
3040,1CKtxKqyFsFITCH4SpDrWj,You Make Me,['Avicii'],pop,electropop
3041,7kbTZWt7DnzIzbkyzFE1PW,For A Better Day,['Avicii'],pop,electropop
3042,5GayeBzzXIEl6fY0cP42Z1,Addicted To You,['Avicii'],pop,electropop
3043,5IZg7Ngm3CTOj9l00YSrt9,Talk To Myself,['Avicii'],pop,electropop
3044,3H3cOQ6LBLSvmcaV7QkZEu,Aerodynamic,['Daft Punk'],pop,electropop
3045,2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,['Daft Punk'],pop,electropop
3046,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",['Daft Punk'],pop,electropop
3047,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",pop,electropop
3048,78RIER8V6EhrqVPOBi2GYa,Here Comes the Rain Again - Remastered Version,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",pop,electropop
3049,78CKs2sQgviSRHygJHrhEh,Blue Savannah,['Erasure'],pop,electropop
3050,0YvxEWGDqNacGa2RuPqD4H,A Little Respect (Remastered 2009),['Erasure'],pop,electropop
3051,3AuZWQOfnRt6xS4iAj9MWO,Oh L'Amour,['Erasure'],pop,electropop
3052,0SsPcietYXn1Mns3zpW4C2,Love to Hate You,['Erasure'],pop,electropop
3053,6vYK729O29XnvQqPWyLPfe,It's a Sin - 2001 Remaster,['Pet Shop Boys'],pop,electropop
3054,07ABETRdek3ACMpRPvQuaT,Always on My Mind,['Pet Shop Boys'],pop,electropop
3055,5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster,['Pet Shop Boys'],pop,electropop
3056,3BZGi1yUqQyCNC868AqUGG,Big in Japan,['Alphaville'],pop,electropop
3057,1K3RzyzlBhMzOZtR0yepeb,Relax,['Frankie Goes To Hollywood'],pop,electropop
3058,39lSeqnyjZJejRuaREfyLL,Hungry Like the Wolf - 2009 Remaster,['Duran Duran'],pop,electropop
3059,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,['a-ha'],pop,electropop
3060,0ULPav7qqKTHn7vgi9v42k,Enjoy the Silence,['Depeche Mode'],pop,electropop
3061,0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough,['Depeche Mode'],pop,electropop
3062,72a9JWKqJ8SGo0OdyCS12P,Personal Jesus,['Depeche Mode'],pop,electropop
3063,0ZfM5XfJTtFPhOxAERRnNY,The Look,['Roxette'],pop,electropop
3064,12BbMJsJi65mxneq6c9Lm7,All That She Wants - Remastered,['Ace of Base'],pop,electropop
3065,0hrBpAOgrt8RXigk83LLNE,The Sign,['Ace of Base'],pop,electropop
3066,3dTmgecC7MCMbteWjf8Ls7,Can't Get Over You,"['KVSH', 'The Otherz', 'Gabriel Froede']",pop,electropop
3067,6uBDgLalRT3Ume0WyYae8f,Bottles,['Jacala'],pop,electropop
3068,1y4jsQt7MjnZhiD1L6qFBC,Cradles,['Sub Urban'],pop,electropop
3069,3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,['Twenty One Pilots'],pop,electropop
3070,6WaogiItGdUTm490XN4QKJ,Congratulations,['Pewdiepie Roomie Video Music Boyinaband'],pop,electropop
3071,5dW1VZPcFqB4n0P08rGDgm,The Git Up,['Blanco Brown'],pop,electropop
3072,3NzAZukAwo4cb6h04glIA3,Right Now,['Confetti'],pop,electropop
3073,68poZGRClFTzLdeRz9X0M2,Panini,['Lil Nas X'],pop,electropop
3074,0y1QJc3SJVPKJ1OvFmFqe6,Way Down We Go,['KALEO'],pop,electropop
3075,4lYxJPxy3jMEADaFhtcWRV,Mister Glassman,['Scotty Sire'],pop,electropop
3076,1rqqCSm0Qe4I9rUvWncaom,High Hopes,['Panic! At The Disco'],pop,electropop
3077,53CJANUxooaqGOtdsBTh7O,Old Town Road,['Lil Nas X'],pop,electropop
3078,3hENlPbIlUZXQ3MiosF87Q,Cutting Shapes,['Don Diablo'],pop,electropop
3079,2v5JTeM6hSmi5wWy7jiwrI,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"['Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy']",pop,electropop
3080,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,"['Tiësto', 'Dzeko']",pop,electropop
3081,64pTtwiDSYx4Y8ozBc38jo,Wassup (Listen To The Horns),"['Timmy Trumpet', 'Kastra']",pop,electropop
3082,1MhWIYwoOZM8SWDKzdNrrL,Too Close,['Prismo'],pop,electropop
3083,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),['Kina'],pop,electropop
3084,2R81XYNFqkLyemIxYb9aF7,Fire Blazing,['Dropgun'],pop,electropop
3085,2MaLYAd1Uy8284d47Aj6cz,Rob A Bank,['Confetti'],pop,electropop
3086,62RSes0whPp11JG2lfQ3QK,People Suck,['Confetti'],pop,electropop
3087,7DtU5wN2b4dgOvcb5HNtxI,When I Grow Up,['Confetti'],pop,electropop
3088,52ybDGOqIOFiV1Qr4lJV51,Ghost,['Confetti'],pop,electropop
3089,4KZmeozm1jZ3nr0zfylVqb,You?,['Two Feet'],pop,electropop
3090,43Xz4flGpXV5JUc5jH7Q05,Sex (Let's Talk About Sex),['Various Artists'],pop,electropop
3091,0bXAswe1VUws7gog2mKF8c,In Your Head,['Mike Vallas'],pop,electropop
3092,5UEmKZKhsC9SizDy7xn2lT,I'll Be There For You,['Silent Child'],pop,electropop
3093,2PnFla1dCxZuMOUvVdW6Pz,Cradles,['Besomorph'],pop,electropop
3094,1V8c3uV6p7uTsfQof5oRXg,make daddy proud,['blackbear'],pop,electropop
3095,79bj6j7yTkU13sFA1yNjzV,Mine All Day,"['pewdiepie', 'Party in Backyard']",pop,electropop
3096,2xzqIuW15EVWvLB3yP6jkI,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",['Major Lazer'],pop,electropop
3097,3Q3myFA7q4Op95DOpHplaY,do re mi,['blackbear'],pop,electropop
3098,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,['blackbear'],pop,electropop
3099,4ZD0AEXiF152JlPZRj4mzL,Dear God,['Confetti'],pop,electropop
3100,1nMYtxDrONcoGnKRvxTwPv,i miss the old u,['blackbear'],pop,electropop
3101,13JyykwyYQ3T5QxxL34ukQ,chateau,['blackbear'],pop,electropop
3102,1AKGJQIHP3dIPuhOjdxD6a,Bitch Lasagna,"['pewdiepie', 'Party in Backyard']",pop,electropop
3103,7jzldCBnJjpJM3epzJ85KE,Tongue Tied (with YUNGBLUD & blackbear),"['Marshmello', 'YUNGBLUD', 'blackbear']",pop,electropop
3104,6gBFPUFcJLzWGx4lenP6h2,goosebumps,['Travis Scott'],pop,electropop
3105,1VJwtWR6z7SpZRwipI12be,Candy,['Doja Cat'],pop,electropop
